aggregator,block_size,image_size,scoring,pearson,spearman,kendall,r2_linear,r2_isotonic
mean,7,43,Euclidean,0.46145516824945787,0.22178864232126058,0.15137705244312552,0.2129408723041355,0.45522658804073657
mean,7,43,Cosine,0.3042618279596406,0.21096993065886582,0.14380862822313623,0.09257525995334204,0.4512133546751278
max,7,43,Manhattan,0.3530944287108376,0.2057145360468483,0.14022563916726055,0.12467567558663295,0.45389755918911856
max,7,43,Euclidean,0.4166071921195039,0.17970510830409356,0.12233616382734841,0.17356155252569738,0.4451093309960831
max,7,43,Cosine,0.2708549668147522,0.16778025105674604,0.113848537110674,0.07336241304822055,0.44226373699905186
median,7,43,Manhattan,0.405439764060369,0.2546446916227644,0.1741213975839099,0.1643814022813278,0.4681155474854467
median,7,43,Euclidean,0.4668438105275833,0.2193319341632248,0.14972410223527474,0.2179431434279141,0.45350779735609903
median,7,43,Cosine,0.30733461514284627,0.20845096974192637,0.1420639547003564,0.09445456566500166,0.4509991862125663
min,8,38,Manhattan,0.4283337540156578,0.27539391282946246,0.18834806185312028,0.1834698048291461,0.47496214188315056
min,8,38,Euclidean,0.4944878710361813,0.2367338499532586,0.16161040642165314,0.24451825460189525,0.46205447913092657
min,8,38,Cosine,0.3284743468752649,0.23013054604516625,0.15702443471653446,0.1078953965551318,0.45795530791146166
mean,8,38,Manhattan,0.4033272030129184,0.25297576919650255,0.17297707204675608,0.16267283269022403,0.4695013205096896
mean,8,38,Euclidean,0.4607768348108953,0.22268417565240028,0.1519755709662581,0.21231529149834694,0.45571543856338337
mean,8,38,Cosine,0.30367449293495663,0.21165680951066856,0.14421043760666483,0.09221819765930317,0.4513082688932921
max,8,38,Manhattan,0.34461296633816674,0.19922456890255352,0.13571875119843488,0.11875809656839054,0.4516302227972454
max,8,38,Euclidean,0.4077730109203423,0.17363279806319046,0.11806992167919429,0.16627882843504183,0.4449035093950291
max,8,38,Cosine,0.2646457494148914,0.16213643246358328,0.10984475952420722,0.07003737268336963,0.44220178651051445
median,8,38,Manhattan,0.4054896852337094,0.25441716390650476,0.1738142614766841,0.16442188483093279,0.46707736772899644
median,8,38,Euclidean,0.4658767909095863,0.2200851420831985,0.15023566952641806,0.21704118430821462,0.45370062949460066
median,8,38,Cosine,0.3065659254249944,0.20936299163529656,0.14262228840430946,0.09398266663168342,0.44910043111614373
min,9,34,Manhattan,0.4302878424831397,0.27886533806022196,0.1908633896340581,0.1851476273887953,0.47678201313919966
min,9,34,Euclidean,0.4955697459570244,0.24019737563726326,0.16418160470960108,0.24558937310790996,0.4635995030241177
min,9,34,Cosine,0.32951240456632286,0.234214963775265,0.1598981830628638,0.10857842476308022,0.4600176853886734
mean,9,34,Manhattan,0.4019808558769037,0.25216802480806433,0.1724325361124629,0.16158860849152823,0.469403545500533
mean,9,34,Euclidean,0.4581473892525134,0.22272595751708837,0.15199179604825333,0.20989903027889423,0.4569416526387172
mean,9,34,Cosine,0.30190107609239225,0.21141604812491094,0.14412454011374898,0.09114425974574458,0.4527513147900766
max,9,34,Manhattan,0.3347107209239142,0.19247375715560994,0.1312930982497208,0.1120312667014064,0.45012685191901924
max,9,34,Euclidean,0.3962013300414562,0.16697661041373035,0.11350017505607082,0.15697549392661903,0.4432901499851791
max,9,34,Cosine,0.2581739346960191,0.15628268684002658,0.10593928684629968,0.06665378055642435,0.44182920344570353
median,9,34,Manhattan,0.40216516750666415,0.2519592016716862,0.17217307377884886,0.1617368219556634,0.46705606492723384
median,9,34,Euclidean,0.46325958988065347,0.21790208313455056,0.14884126689141736,0.21460944761639134,0.45297287375047224
median,9,34,Cosine,0.3039255742882442,0.20702537184821515,0.14113053527733746,0.09237075470643918,0.44939507205467477
min,10,30,Manhattan,0.42778691748122116,0.27883331704257225,0.19084180225292297,0.18300164676808528,0.4762600848971623
min,10,30,Euclidean,0.49437328125755825,0.24088708758405866,0.16465785858699009,0.24440494122136502,0.463541558942382
min,10,30,Cosine,0.32817707081310304,0.2347351133103633,0.1602789952814574,0.10770018980746854,0.4606303431864508
mean,10,30,Manhattan,0.40137198801064433,0.25297657237719523,0.17297655356759664,0.161099472759617,0.46844575415858924
mean,10,30,Euclidean,0.4571772104570505,0.2235309399686545,0.15249191034034118,0.20901100176129017,0.4561969250595478
mean,10,30,Cosine,0.3018428864096413,0.21253173434411296,0.14489761754999167,0.09110912807610383,0.453063302734349
max,10,30,Manhattan,0.32775673749766443,0.18874219104044987,0.12843460556449357,0.10742447897511298,0.4487738727095736
max,10,30,Euclidean,0.38997947341753647,0.1639318344702021,0.11123152682650429,0.1520839896870192,0.4435512764088356
max,10,30,Cosine,0.25317948950369296,0.15289193104493418,0.10350457013042917,0.06409985390535089,0.44230869233255676
median,10,30,Manhattan,0.4038504686531598,0.252198436489053,0.17233578618239528,0.16309520103137698,0.46705600974588557
median,10,30,Euclidean,0.46319785229776533,0.21702187418778776,0.14805100995659148,0.21455225037326253,0.45345206780311986
median,10,30,Cosine,0.3052567890713747,0.20727277591971732,0.1413080567626969,0.09318170727416586,0.44896199215090804
min,11,28,Manhattan,0.4295601518347252,0.27969709280107463,0.19165315187200696,0.18452192404427226,0.47653001406542417
min,11,28,Euclidean,0.4949951946855002,0.24149494265791377,0.16511172306882196,0.2450202427617364,0.46421333165916856
min,11,28,Cosine,0.32950208487126526,0.23602925797129845,0.16123054861964747,0.10857162393451059,0.4627494162888185
mean,11,28,Manhattan,0.39967258945565887,0.25074506312137834,0.17150822456744041,0.15973817876219165,0.46814055593293025
mean,11,28,Euclidean,0.4553836063503182,0.22286022149302281,0.15213973061938618,0.2073742289326217,0.45820997945027264
mean,11,28,Cosine,0.2999996864592996,0.21176540170645894,0.144351691261682,0.08999981187567807,0.455130241292632
max,11,28,Manhattan,0.31850053812398715,0.18388555776336124,0.12511790138312356,0.10144259278526946,0.44873557651776674
max,11,28,Euclidean,0.37995690555039013,0.15889512103236295,0.10788534226913776,0.14436725007542828,0.44298963820341186
max,11,28,Cosine,0.24688153762743734,0.14892260989439587,0.1009534145908283,0.060950493621287904,0.44207519927843997
median,11,28,Manhattan,0.4033469563000562,0.2515520257311979,0.17180455937043337,0.16268876715651936,0.46771803998178674
median,11,28,Euclidean,0.46359573879719307,0.2172505104019534,0.14799756262766608,0.21492100903091538,0.4537058928039224
median,11,28,Cosine,0.3046754177132955,0.20637879544907026,0.14039563450461293,0.09282711015877132,0.45064153514674543
min,12,25,Manhattan,0.42999374570626864,0.2779561588826688,0.19016757081896565,0.18489462134650725,0.4777431507853678
min,12,25,Euclidean,0.4949953346893139,0.23888792974878653,0.16319951004059646,0.24502038136418602,0.4641337917941397
min,12,25,Cosine,0.3309236445399246,0.23484545663266912,0.16032957936061898,0.10951045851558638,0.4615127585061961
mean,12,25,Manhattan,0.3987798532738624,0.25142669627731595,0.17192530471588807,0.15902537137712336,0.46757245237592915
mean,12,25,Euclidean,0.45331985094595634,0.22423063480342698,0.15310846345615942,0.2054988872616642,0.4564091472589905
mean,12,25,Cosine,0.29957745319590934,0.21360658725459344,0.14577281756114543,0.08974665046334718,0.45309954680714615
max,12,25,Manhattan,0.31186171843862986,0.18045610546702867,0.12273487896559998,0.09725773142749516,0.44680803085237386
max,12,25,Euclidean,0.37262767625187665,0.15595020819485114,0.10578753460881501,0.13885138510887363,0.4425929919715975
max,12,25,Cosine,0.24115471707410932,0.14539764251048057,0.09828486581090906,0.058155597567093875,0.4417230196911113
median,12,25,Manhattan,0.40021539167325026,0.25240719372050896,0.1726614896457633,0.16017235973217325,0.4675591654292508
median,12,25,Euclidean,0.45911902011057054,0.21867268357555888,0.14930988543610274,0.2107902746272906,0.45346962142777003
median,12,25,Cosine,0.3023777553423287,0.2074429872331028,0.14141495142054775,0.09143230692586546,0.4494840599629333
min,13,24,Manhattan,0.4279453487068518,0.27295352224995384,0.18684477471534958,0.18313722147982914,0.47620044493213354
min,13,24,Euclidean,0.4935286749493813,0.2374526702747158,0.16227181711710525,0.24357055299729213,0.46446662002015704
min,13,24,Cosine,0.32983468882635497,0.23345061975236536,0.15952405176038584,0.10879092195317852,0.4625960543844496
mean,13,24,Manhattan,0.3973060404077407,0.2509279094200029,0.17157833326624414,0.1578520897444773,0.46816508821734704
mean,13,24,Euclidean,0.45119467331095003,0.22439890150723166,0.1532936202742225,0.20357663322417507,0.4565508247254949
mean,13,24,Cosine,0.2977231720575091,0.21379010489431266,0.14589211963463966,0.08863908717998525,0.45204983638479135
max,13,24,Manhattan,0.30294519651901247,0.17371732966056228,0.11787067536521602,0.09177579209394304,0.44848030555728435
max,13,24,Euclidean,0.36290745079855163,0.1508109690414095,0.10226433017378672,0.13170181784510326,0.44201111398222515
max,13,24,Cosine,0.23652367937614327,0.14193746750613062,0.09591600383960738,0.0559434509056288,0.44055399975710396
median,13,24,Manhattan,0.40031651780265265,0.25322753575807444,0.17308398048449192,0.1602533144256415,0.4672920704196555
median,13,24,Euclidean,0.46128854927556223,0.21942321206940044,0.14976705098173268,0.21278712569275293,0.45225548704354745
median,13,24,Cosine,0.30384818911919553,0.20824983676132466,0.1420038264553153,0.09232372203101458,0.44978403015482926
min,14,22,Manhattan,0.42712588198186247,0.27449609858332574,0.18786558953105023,0.18243651905878389,0.47761538161097006
min,14,22,Euclidean,0.4937809295533268,0.23874627080818564,0.16309261538274564,0.24381960639054756,0.4655091665290303
min,14,22,Cosine,0.32731543134096763,0.2340862744864943,0.1598771858979288,0.10713539159392393,0.4626479662656465
mean,14,22,Manhattan,0.3965732224657347,0.2503036080206892,0.171208019630118,0.1572703207768572,0.46879438585029476
mean,14,22,Euclidean,0.4499604502559531,0.22433694114535893,0.15307882657084196,0.20246440679454003,0.45815927008518953
mean,14,22,Cosine,0.29703817584033687,0.21321470651438373,0.1453280594311589,0.08823167790655484,0.45477739647422566
max,14,22,Manhattan,0.29172639670099226,0.16724322601568023,0.11356861001922325,0.08510429053214497,0.4464100007469858
max,14,22,Euclidean,0.34974936482761654,0.14410514599840316,0.09756382735661337,0.12232461819732143,0.4418361620363377
max,14,22,Cosine,0.22642776712524068,0.13502642773489548,0.0911534650657172,0.05126953372532217,0.4404336671567576
median,14,22,Manhattan,0.4021137971562743,0.25338500143314113,0.17325331187486523,0.1616955058634374,0.46651246636286325
median,14,22,Euclidean,0.46158149905253965,0.21940585796558085,0.14959430157931303,0.21305748026758986,0.4534383155401188
median,14,22,Cosine,0.30416905128248223,0.20843012456099308,0.14187879788229335,0.0925188117580853,0.44901851984072993
min,15,20,Manhattan,0.4279826816964411,0.2764962343728108,0.1893889415005001,0.18316917583207737,0.4778361825234234
min,15,20,Euclidean,0.4939007194495055,0.24119541856478868,0.16490791573303404,0.24393792067273912,0.4664334297456181
min,15,20,Cosine,0.3299107125143803,0.23602553080293537,0.16143670260264553,0.10884107823174616,0.4628692163059692
mean,15,20,Manhattan,0.39556656825243575,0.24832126225725573,0.16975539758325212,0.15647290991900908,0.4702532070102632
mean,15,20,Euclidean,0.4489908429372498,0.22414551353219356,0.15313940200372148,0.20159277704150214,0.461141680645172
mean,15,20,Cosine,0.2962980232450087,0.21338859959396894,0.14560293140848962,0.08779251857889969,0.45776774664892506
max,15,20,Manhattan,0.28626885521196865,0.1651577138037033,0.11210777427362087,0.08194985746437122,0.4472578974118355
max,15,20,Euclidean,0.3431897253295657,0.14394055507326387,0.09738294213529258,0.11777918757178285,0.4442126394155611
max,15,20,Cosine,0.22451979516638798,0.13432815154310385,0.0907783793466513,0.05040913842155692,0.4424646426583836
median,15,20,Manhattan,0.39603694618765073,0.24569041008726258,0.1675839503224455,0.15684526274564026,0.4657529964952051
median,15,20,Euclidean,0.456548909950905,0.21059327850273638,0.14328179026658563,0.20843690717735963,0.45531185190188084
median,15,20,Cosine,0.2992754894358539,0.2008475518691653,0.13657987698597304,0.08956581857707002,0.4500313392471703
min,16,19,Manhattan,0.4295973378055638,0.2739184236726359,0.18745544055336177,0.18455387264962775,0.47689597241823944
min,16,19,Euclidean,0.49539453099538727,0.2380206706298797,0.16256152133735247,0.24541574134013977,0.4640671479697597
min,16,19,Cosine,0.32968154901761815,0.2326133933828874,0.15896667247302074,0.10868992376265618,0.46104363018948347
mean,16,19,Manhattan,0.397279265511193,0.2526038478574424,0.17275131125283952,0.15783081480511318,0.4686196840450715
mean,16,19,Euclidean,0.44934562289171764,0.22764860535372233,0.1555193197573311,0.20191148881194587,0.45745057295279423
mean,16,19,Cosine,0.2965329699252883,0.21670060987695824,0.14778377331196438,0.08793180225271202,0.45387312112938616
max,16,19,Manhattan,0.28496470466659535,0.1624572060503302,0.1099537316776261,0.08120488290571992,0.44498088461534036
max,16,19,Euclidean,0.3419818979647003,0.13844590324063386,0.09363831099376382,0.11695161853553881,0.4403931068750404
max,16,19,Cosine,0.22251210094846613,0.1298961327549622,0.08760876185805626,0.04951163506850065,0.43918277985642495
median,16,19,Manhattan,0.4001313286610131,0.2520056965452099,0.1720982749930447,0.16010508017602776,0.46627944482732053
median,16,19,Euclidean,0.45909318530268245,0.21905944993669163,0.149387193179727,0.21076655279136314,0.45403761658495656
median,16,19,Cosine,0.3031261125535593,0.208331077995422,0.14189502296428858,0.0918854401118332,0.44954453548036055
min,17,18,Manhattan,0.4292028353400899,0.27472227379190234,0.18795931862036425,0.1842150738639724,0.4765718251982104
min,17,18,Euclidean,0.49391176812498416,0.2380568473397512,0.1626764897503977,0.2439488346923483,0.4675102658626695
min,17,18,Cosine,0.32783386314812063,0.23375425545091086,0.1598151488197118,0.10747504182662082,0.46468585870154655
mean,17,18,Manhattan,0.39342377960915764,0.24948143421459662,0.17049793368868027,0.15478227036195513,0.4694029476708226
mean,17,18,Euclidean,0.4454117261587035,0.22609960158606401,0.15435397710343934,0.19839160579967607,0.46112922054781025
mean,17,18,Cosine,0.2939815334139427,0.21505858685553633,0.14665183523865102,0.08642514198841333,0.45788309362936686
max,17,18,Manhattan,0.2685658500262844,0.15795611904276555,0.10724807480536219,0.07212761580034077,0.44910396250753515
max,17,18,Euclidean,0.3247093850427736,0.1394836475663864,0.09437702960909218,0.10543618473485628,0.44578325269448593
max,17,18,Cosine,0.2125851230590195,0.13081011462479922,0.088297850634559,0.0451924345460184,0.44438920928028447
median,17,18,Manhattan,0.3961257929845068,0.25448825618764154,0.17380556646251086,0.15691564386760448,0.467706687572211
median,17,18,Euclidean,0.4579821021270011,0.22262979433813698,0.15182572756194934,0.20974760586866692,0.45515625555071837
median,17,18,Cosine,0.30277522472285023,0.2117062762153736,0.14431637784792772,0.0916728367059726,0.4522869374738906
min,18,17,Manhattan,0.43400293421132957,0.281946976569715,0.19312982359744482,0.18835854690404374,0.4801180753062726
min,18,17,Euclidean,0.49651567901153815,0.2435074788502334,0.16634248324055573,0.24652781950428893,0.4672021356842202
min,18,17,Cosine,0.33056254277101155,0.23924992259411457,0.16333312836291003,0.109271594683237,0.4650236864478271
mean,18,17,Manhattan,0.39440639692483337,0.25096411310505307,0.17155065518519347,0.15555640593522935,0.46812019402900995
mean,18,17,Euclidean,0.4471507755505145,0.2297210918737633,0.15686122947999434,0.19994381607542666,0.46132583703476315
mean,18,17,Cosine,0.29536257830307455,0.21834954380613583,0.14895484246538387,0.08723905266184007,0.45736941799540043
max,18,17,Manhattan,0.2666757066828989,0.1613427435256865,0.10957685575683708,0.07111593253482351,0.4437511639664906
max,18,17,Euclidean,0.31861377915198996,0.13755115402808474,0.09289050325579339,0.10151474026551299,0.4404850396278398
max,18,17,Cosine,0.20944451316963755,0.1305805913222113,0.0880449302387512,0.0438670040968665,0.43958828621118884
median,18,17,Manhattan,0.3931904261767639,0.24573970107711512,0.1681683274432914,0.15459871123706537,0.46740151343288416
median,18,17,Euclidean,0.4553250201503639,0.21497678333310835,0.14657548191161468,0.20732087397492938,0.4541491763980806
median,18,17,Cosine,0.30057226410640403,0.20565094568506623,0.14006636078176882,0.09034368595004993,0.45059979534863326
min,19,16,Manhattan,0.42962897479929985,0.2781063951512746,0.19026307966268627,0.18458105598709762,0.4772706906463813
min,19,16,Euclidean,0.49707496030754195,0.24571590311895794,0.16788569548745033,0.24708351616474433,0.4682188006943643
min,19,16,Cosine,0.3301831160357907,0.24023546386133962,0.16421500929017946,0.10902089011510452,0.4647540669346326
mean,19,16,Manhattan,0.39216817184460595,0.24858622788553927,0.16997873106483333,0.15379587500794056,0.46839518712619777
mean,19,16,Euclidean,0.44146052087511856,0.22402940005206576,0.1528569960144417,0.19488739149133105,0.4596631153825733
mean,19,16,Cosine,0.2911618300475423,0.21311210530867025,0.14528892835105278,0.08477521127663401,0.45598498718353053
max,19,16,Manhattan,0.2582462881444036,0.15607287207601828,0.10585148327504902,0.06669114534036247,0.4245743218394784
max,19,16,Euclidean,0.3096477871246561,0.1358527464302133,0.09176046631188703,0.09588175207119642,0.4217603139705025
max,19,16,Cosine,0.20706028709855678,0.1281043653610011,0.0864654621207462,0.04287396249333675,0.4205958862313278
median,19,16,Manhattan,0.3871310863299839,0.24176589739601118,0.16500965061891498,0.14987047800303355,0.463481144218981
median,19,16,Euclidean,0.448155674884467,0.2095321419350494,0.14282176147119183,0.20084350893115221,0.4525442460643493
median,19,16,Cosine,0.2927847587311768,0.1993378510080764,0.13593087370616438,0.08572291494527362,0.44765274719485093
min,20,15,Manhattan,0.4191934529793446,0.2680861342300208,0.1834899119082717,0.1757231510207462,0.47378363495495746
min,20,15,Euclidean,0.486693165135626,0.2346525449361067,0.16030285569615627,0.23687023698973397,0.4637609989938891
min,20,15,Cosine,0.3216413099479687,0.22981751628977756,0.1571361014573251,0.10345313226504549,0.4609361387783738
mean,20,15,Manhattan,0.39405881483699906,0.2525380726956643,0.17253561310396195,0.15528234955074038,0.4677011791550667
mean,20,15,Euclidean,0.44432197605146107,0.22983419119189838,0.15683551658033934,0.19742201840227513,0.4604821864940899
mean,20,15,Cosine,0.29438400209804094,0.2192410096954285,0.14948931575463809,0.08666194069125954,0.4573076712939782
max,20,15,Manhattan,0.25149337725253534,0.1499470003651458,0.10172958331061085,0.0632489188018861,0.43284474781572513
max,20,15,Euclidean,0.30466455055983377,0.12668287872315434,0.08555295846362909,0.09282048836782564,0.4308050204779956
max,20,15,Cosine,0.20174005211227183,0.1200508557465768,0.08118005818398999,0.04069904862626217,0.4384254422977626
median,20,15,Manhattan,0.40300321787637916,0.2578777604014742,0.17646466542879755,0.1624115936187165,0.4703675636440884
median,20,15,Euclidean,0.46052528893147027,0.22334998440793755,0.15272860565415375,0.21208354174541422,0.45750225996755467
median,20,15,Cosine,0.30544855313021985,0.21348764127007624,0.14555330174591602,0.09329881860934497,0.45371769312298404
min,22,14,Manhattan,0.42408044716741716,0.27452566313045546,0.18795587576558498,0.1798442256697167,0.4779305910029188
min,22,14,Euclidean,0.48805869631685206,0.24062835951452374,0.16444311485470045,0.23820129105050536,0.4655990431773036
min,22,14,Cosine,0.3235776162719126,0.23660569152055164,0.16190532114733094,0.10470247375221342,0.4643032436264035
mean,22,14,Manhattan,0.38856810664252556,0.24660517643300847,0.16843448502552386,0.15098517349975726,0.4671923369486194
mean,22,14,Euclidean,0.4371617173136525,0.22546175567368265,0.15388154089240214,0.1911103670846218,0.46222744769918866
mean,22,14,Cosine,0.28773487301062495,0.2142525063701121,0.146195624109609,0.08279135714644059,0.45836341111270207
max,22,14,Manhattan,0.2408646147798677,0.1474561570838438,0.10005780029528442,0.05801576265305419,0.4069445562247288
max,22,14,Euclidean,0.2885293177138736,0.1224816827336028,0.08272045559865734,0.0832491671804334,0.4041704243414962
max,22,14,Cosine,0.19187181876670945,0.11700657219161338,0.0790761948446057,0.03681479483684502,0.44237120537875907
median,22,14,Manhattan,0.3893469134824673,0.24686519886900798,0.1689410175417636,0.15159101903832395,0.4659937836456569
median,22,14,Euclidean,0.4497037158490399,0.2163897678073479,0.14773509806597873,0.20223343204843414,0.4555102269258742
median,22,14,Cosine,0.2963254758269381,0.20538175276612802,0.14008544911352788,0.08780878762406141,0.45142572068160014
min,24,13,Manhattan,0.423785599634873,0.26799526853425176,0.18338796687757317,0.17959423445788902,0.476545340674579
min,24,13,Euclidean,0.48492059955145084,0.23007286294588566,0.15707692762887193,0.23514798786933866,0.46712176168940456
