SubjID,SubjAge,category,category_nr,visSim_1sim_0dis,artificiality,item,item_nr,picture_id,RT,Response
16,22,Huftier,10,1,nat,Kuh,7,C10I07_Kuh_0,539,gebogen
17,24,Werkzeug,25,1,art,Zange,13,C25I13_Zange_0,1298,gerade
17,24,Gebäude,4,0,art,Leuchtturm,9,C04I09_Leuchtturm_0,1212,gebogen
17,24,Huftier,10,1,nat,Kuh,7,C10I07_Kuh_0,573,gerade
17,24,Gemüse,5,0,nat,Spargel,16,C05I16_Spargel_0,1281,gerade
17,24,Pflanze,14,1,nat,Sonnenblume,19,C14I19_Sonnenblume_0,641,gerade
17,24,Werkzeug,25,1,art,Hammer,3,C25I03_Hammer_0,913,gerade
17,24,Insekt,7,0,nat,Ameise,1,C07I01_Ameise_0,1020,gerade
17,24,Gemüse,5,0,nat,Paprika,11,C05I11_Paprika_0,1377,gerade
17,24,Bekleidung,12,1,art,Bluse,2,C12I02_Bluse_0,1310,gerade
17,24,Gemüse,5,0,nat,Möhre,7,C05I07_Möhre_0,1235,gerade
17,24,Obst,13,0,nat,Kirsche,7,C13I07_Kirsche_0,1183,gerade
17,24,Gebäude,4,0,art,Pyramide,11,C04I11_Pyramide_0,1089,gerade
17,24,Pflanze,14,1,nat,Tulpe,21,C14I21_Tulpe_0,1914,gerade
17,24,Huftier,10,1,nat,Pferd,9,C10I09_Pferd_0,1024,gerade
17,24,Elektrogerät,3,1,art,Fernseher,2,C03I02_Fernseher_0,4093,gerade
17,24,Fahrzeug,19,0,art,Auto,1,C19I01_Auto_0,1359,gebogen
17,24,Gemüse,5,0,nat,Zwiebel,15,C05I15_Zwiebel_0,2401,gebogen
17,24,Werkzeug,25,1,art,Schaufel,11,C25I11_Schaufel_0,736,gerade
17,24,Pflanze,14,1,nat,Palme,16,C14I16_Palme_0,1233,gerade
17,24,Vogel,21,1,nat,Adler,1,C21I01_Adler_0,1103,gerade
17,24,Obst,13,0,nat,Himbeere,5,C13I05_Himbeere_0,1072,gebogen
17,24,Elektrogerät,3,1,art,Waschmaschine,10,C03I10_Waschmaschine_0,801,gerade
17,24,Geschirr,6,0,art,Salzstreuer,7,C06I07_Salzstreuer_0,820,gerade
17,24,Insekt,7,0,nat,Fliege,3,C07I03_Fliege_0,860,gerade
17,24,Elektrogerät,3,1,art,Mikrowelle,8,C03I08_Mikrowelle_0,1140,gebogen
17,24,Vogel,21,1,nat,Taube,12,C21I12_Taube_0,642,gerade
17,24,Bekleidung,12,1,art,Hemd,3,C12I03_Hemd_0,928,gerade
17,24,Geschirr,6,0,art,Teller,12,C06I12_Teller_0,1355,gebogen
17,24,Vogel,21,1,nat,Eule,3,C21I03_Eule_0,591,gerade
17,24,Gebäude,4,0,art,Windmühle,15,C04I15_Windmühle_0,1124,gerade
17,24,Fahrzeug,19,0,art,Bus,2,C19I02_Bus_0,740,gerade
17,24,Werkzeug,25,1,art,Säge,5,C25I05_Säge_0,651,gebogen
17,24,Insekt,7,0,nat,Schmetterling,11,C07I11_Schmetterling_0,719,gerade
17,24,Fahrzeug,19,0,art,Roller,10,C19I10_Roller_0,864,gebogen
17,24,Vogel,21,1,nat,Papagei,7,C21I07_Papagei_0,1156,gebogen
17,24,Pflanze,14,1,nat,Rose,17,C14I17_Rose_0,497,gerade
17,24,Gebäude,4,0,art,Kirche,8,C04I08_Kirche_0,882,gebogen
17,24,Huftier,10,1,nat,Hirsch,4,C10I04_Hirsch_0,618,gerade
17,24,Geschirr,6,0,art,Glas,4,C06I04_Glas_0,655,gebogen
17,24,Insekt,7,0,nat,Libelle,7,C07I07_Libelle_0,1035,gerade
17,24,Bekleidung,12,1,art,Mantel,15,C12I15_Mantel_0,1404,gerade
17,24,Fahrzeug,19,0,art,Traktor,12,C19I12_Traktor_0,923,gebogen
17,24,Insekt,7,0,nat,Marienkäfer,9,C07I09_Marienkäfer_0,1135,gerade
17,24,Werkzeug,25,1,art,Axt,1,C25I01_Axt_0,1104,gerade
17,24,Obst,13,0,nat,Apfel,1,C13I01_Apfel_0,1089,gerade
17,24,Huftier,10,1,nat,Esel,1,C10I01_Esel_0,987,gerade
17,24,Gebäude,4,0,art,Iglu,7,C04I07_Iglu_0,708,gebogen
17,24,Elektrogerät,3,1,art,Toaster,9,C03I09_Toaster_0,2412,gerade
17,24,Gemüse,5,0,nat,Brokkoli,4,C05I04_Brokkoli_0,1026,gerade
17,24,Geschirr,6,0,art,Schüssel,10,C06I10_Schüssel_0,1051,gebogen
17,24,Pflanze,14,1,nat,Löwenzahn,10,C14I10_Löwenzahn_0,971,gerade
17,24,Fahrzeug,19,0,art,Fahrrad,4,C19I04_Fahrrad_0,2700,gebogen
17,24,Vogel,21,1,nat,Storch,11,C21I11_Storch_0,1312,gebogen
17,24,Obst,13,0,nat,Banane,3,C13I03_Banane_0,878,gebogen
17,24,Elektrogerät,3,1,art,Spülmaschine,4,C03I04_Spülmaschine_0,834,gebogen
17,24,Huftier,10,1,nat,Ziege,14,C10I14_Ziege_0,931,gebogen
17,24,Bekleidung,12,1,art,Uniform,12,C12I12_Uniform_0,803,gebogen
17,24,Geschirr,6,0,art,Teekanne,5,C06I05_Teekanne_0,689,gebogen
17,24,Obst,13,0,nat,Zitrone,11,C13I11_Zitrone_0,1060,gebogen
17,24,Bekleidung,12,1,art,Jacke,6,C12I06_Jacke_0,750,gebogen
18,22,Huftier,10,1,nat,Esel,1,C10I01_Esel_0,1247,gerade
18,22,Gemüse,5,0,nat,Spargel,16,C05I16_Spargel_0,1035,gerade
18,22,Gebäude,4,0,art,Pyramide,11,C04I11_Pyramide_0,1183,gebogen
18,22,Bekleidung,12,1,art,Uniform,12,C12I12_Uniform_0,1089,gebogen
18,22,Pflanze,14,1,nat,Rose,17,C14I17_Rose_0,992,gerade
18,22,Gebäude,4,0,art,Kirche,8,C04I08_Kirche_0,749,gerade
18,22,Insekt,7,0,nat,Schmetterling,11,C07I11_Schmetterling_0,860,gebogen
18,22,Elektrogerät,3,1,art,Fernseher,2,C03I02_Fernseher_0,481,gerade
18,22,Gebäude,4,0,art,Iglu,7,C04I07_Iglu_0,995,gerade
18,22,Huftier,10,1,nat,Ziege,14,C10I14_Ziege_0,717,gebogen
18,22,Geschirr,6,0,art,Teekanne,5,C06I05_Teekanne_0,395,gerade
18,22,Elektrogerät,3,1,art,Waschmaschine,10,C03I10_Waschmaschine_0,367,gerade
18,22,Gemüse,5,0,nat,Möhre,7,C05I07_Möhre_0,188,gerade
18,22,Werkzeug,25,1,art,Hammer,3,C25I03_Hammer_0,879,gerade
18,22,Huftier,10,1,nat,Hirsch,4,C10I04_Hirsch_0,195,gerade
18,22,Insekt,7,0,nat,Libelle,7,C07I07_Libelle_0,210,gerade
18,22,Werkzeug,25,1,art,Axt,1,C25I01_Axt_0,207,gerade
18,22,Obst,13,0,nat,Apfel,1,C13I01_Apfel_0,507,gerade
18,22,Elektrogerät,3,1,art,Toaster,9,C03I09_Toaster_0,595,gerade
18,22,Obst,13,0,nat,Himbeere,5,C13I05_Himbeere_0,413,gerade
18,22,Werkzeug,25,1,art,Zange,13,C25I13_Zange_0,209,gerade
18,22,Vogel,21,1,nat,Taube,12,C21I12_Taube_0,379,gerade
18,22,Gemüse,5,0,nat,Brokkoli,4,C05I04_Brokkoli_0,364,gerade
18,22,Bekleidung,12,1,art,Hemd,3,C12I03_Hemd_0,641,gerade
18,22,Insekt,7,0,nat,Fliege,3,C07I03_Fliege_0,107,gerade
18,22,Fahrzeug,19,0,art,Bus,2,C19I02_Bus_0,301,gerade
18,22,Pflanze,14,1,nat,Löwenzahn,10,C14I10_Löwenzahn_0,670,gerade
18,22,Obst,13,0,nat,Kirsche,7,C13I07_Kirsche_0,146,gerade
18,22,Fahrzeug,19,0,art,Fahrrad,4,C19I04_Fahrrad_0,592,gebogen
18,22,Huftier,10,1,nat,Pferd,9,C10I09_Pferd_0,708,gebogen
18,22,Pflanze,14,1,nat,Sonnenblume,19,C14I19_Sonnenblume_0,561,gerade
18,22,Bekleidung,12,1,art,Jacke,6,C12I06_Jacke_0,395,gerade
18,22,Insekt,7,0,nat,Ameise,1,C07I01_Ameise_0,371,gerade
18,22,Geschirr,6,0,art,Schüssel,10,C06I10_Schüssel_0,175,gerade
18,22,Vogel,21,1,nat,Storch,11,C21I11_Storch_0,100,gerade
18,22,Bekleidung,12,1,art,Mantel,15,C12I15_Mantel_0,3549,gerade
18,22,Gebäude,4,0,art,Windmühle,15,C04I15_Windmühle_0,1052,gerade
18,22,Gemüse,5,0,nat,Zwiebel,15,C05I15_Zwiebel_0,801,gebogen
18,22,Vogel,21,1,nat,Adler,1,C21I01_Adler_0,317,gerade
18,22,Geschirr,6,0,art,Salzstreuer,7,C06I07_Salzstreuer_0,178,gerade
18,22,Elektrogerät,3,1,art,Mikrowelle,8,C03I08_Mikrowelle_0,206,gerade
18,22,Pflanze,14,1,nat,Palme,16,C14I16_Palme_0,48,gerade
18,22,Werkzeug,25,1,art,Schaufel,11,C25I11_Schaufel_0,251,gerade
18,22,Obst,13,0,nat,Banane,3,C13I03_Banane_0,304,gerade
18,22,Fahrzeug,19,0,art,Roller,10,C19I10_Roller_0,209,gerade
18,22,Vogel,21,1,nat,Papagei,7,C21I07_Papagei_0,276,gerade
18,22,Geschirr,6,0,art,Teller,12,C06I12_Teller_0,495,gerade
18,22,Fahrzeug,19,0,art,Auto,1,C19I01_Auto_0,256,gerade
18,22,Bekleidung,12,1,art,Bluse,2,C12I02_Bluse_0,1249,gebogen
18,22,Gemüse,5,0,nat,Paprika,11,C05I11_Paprika_0,293,gerade
18,22,Gebäude,4,0,art,Leuchtturm,9,C04I09_Leuchtturm_0,97,gerade
18,22,Fahrzeug,19,0,art,Traktor,12,C19I12_Traktor_0,511,gerade
18,22,Huftier,10,1,nat,Kuh,7,C10I07_Kuh_0,35,gerade
18,22,Pflanze,14,1,nat,Tulpe,21,C14I21_Tulpe_0,30,gerade
18,22,Geschirr,6,0,art,Glas,4,C06I04_Glas_0,127,gerade
18,22,Vogel,21,1,nat,Eule,3,C21I03_Eule_0,285,gerade
18,22,Werkzeug,25,1,art,Säge,5,C25I05_Säge_0,225,gerade
18,22,Obst,13,0,nat,Zitrone,11,C13I11_Zitrone_0,163,gerade
18,22,Elektrogerät,3,1,art,Spülmaschine,4,C03I04_Spülmaschine_0,229,gerade
18,22,Insekt,7,0,nat,Marienkäfer,9,C07I09_Marienkäfer_0,468,gerade
