SubjID,SubjAge,category,category_nr,visSim,artificiality,item,item_nr,picture_id,RT,Response
5,23,Elektrogerät,3,1,art,Spülmaschine,4,C03I04_Spülmaschine_0,1082,diagonal1
5,23,Gemüse,5,0,nat,Paprika,11,C05I11_Paprika_0,888,vertikal
5,23,Gebäude,4,0,art,Windmühle,15,C04I15_Windmühle_0,4578,vertikal
5,23,Pflanze,14,1,nat,Tulpe,21,C14I21_Tulpe_0,1445,diagonal1
5,23,Fahrzeug,19,0,art,Traktor,12,C19I12_Traktor_0,1319,horizontal
5,23,Huftier,10,1,nat,Esel,1,C10I01_Esel_0,813,horizontal
5,23,Geschirr,6,0,art,Teller,12,C06I12_Teller_0,1034,horizontal
5,23,Gebäude,4,0,art,Pyramide,11,C04I11_Pyramide_0,1577,vertikal
5,23,Bekleidung,12,1,art,Bluse,2,C12I02_Bluse_0,887,vertikal
5,23,Huftier,10,1,nat,Ziege,14,C10I14_Ziege_0,796,horizontal
5,23,Obst,13,0,nat,Kirsche,7,C13I07_Kirsche_0,1639,vertikal
5,23,Elektrogerät,3,1,art,Waschmaschine,10,C03I10_Waschmaschine_0,5664,diagonal2
5,23,Fahrzeug,19,0,art,Fahrrad,4,C19I04_Fahrrad_0,943,horizontal
5,23,Vogel,21,1,nat,Eule,3,C21I03_Eule_0,856,diagonal1
5,23,Geschirr,6,0,art,Salzstreuer,7,C06I07_Salzstreuer_0,748,vertikal
5,23,Huftier,10,1,nat,Kuh,7,C10I07_Kuh_0,781,horizontal
5,23,Geschirr,6,0,art,Schüssel,10,C06I10_Schüssel_0,696,horizontal
20,24,Huftier,10,1,nat,Pferd,9,C10I09_Pferd_0,3737,horizontal
20,24,Elektrogerät,3,1,art,Fernseher,2,C03I02_Fernseher_0,4838,horizontal
20,24,Obst,13,0,nat,Apfel,1,C13I01_Apfel_0,4158,horizontal
20,24,Gebäude,4,0,art,Iglu,7,C04I07_Iglu_0,1921,horizontal
20,24,Pflanze,14,1,nat,Löwenzahn,10,C14I10_Löwenzahn_0,992,vertikal
20,24,Geschirr,6,0,art,Schüssel,10,C06I10_Schüssel_0,1270,horizontal
20,24,Gemüse,5,0,nat,Spargel,16,C05I16_Spargel_0,1126,diagonal1
20,24,Elektrogerät,3,1,art,Toaster,9,C03I09_Toaster_0,1449,horizontal
20,24,Gemüse,5,0,nat,Brokkoli,4,C05I04_Brokkoli_0,1247,vertikal
20,24,Insekt,7,0,nat,Ameise,1,C07I01_Ameise_0,1597,horizontal
20,24,Bekleidung,12,1,art,Mantel,15,C12I15_Mantel_0,1033,vertikal
20,24,Pflanze,14,1,nat,Rose,17,C14I17_Rose_0,1279,diagonal1
