n_dims,data_source,scoring,weights,pearson,spearman,kendall,r2_linear,r2_isotonic
2,normal,InnerProduct,fixed,0.0021437971140291544,0.003504703456606873,0.002325372200621888,0.00048453151235477776,0.0036029705237071654
2,normal,InnerProduct,optimized,0.0017988501606445294,0.003222511652152163,0.002183221846475219,0.0023825127527170933,0.014256731297715234
2,normal,Manhattan,fixed,-0.000582588576274569,-0.000813862649891191,-0.0005573279345083155,0.0008292693508497317,0.003404491819605131
2,normal,Manhattan,optimized,-0.0005787565246778447,-0.0006843164364673041,-0.0005590984052583388,0.0027975003079474727,0.01290922555312473
3,normal,Euclidean,fixed,0.00034504269284469356,0.0010158884763737394,0.0006755152919648729,0.0007823776796048265,0.0036720703044310567
3,normal,Euclidean,optimized,0.0011246828214081844,0.0016494538656736763,0.001085431716718978,0.002944887034523575,0.014215939773835243
3,normal,InnerProduct,fixed,-0.0016231632036904555,-0.000672809558032927,-0.0004345418855059975,0.0005518968639730637,0.0033732845625084685
3,normal,InnerProduct,optimized,-0.0031902930729808907,-0.002202095756423979,-0.0014565414376727854,0.002489043663331926,0.013581819438503262
3,normal,Manhattan,fixed,0.0007215974589241098,0.0008683548209237313,0.000569006838519603,0.0007425694082426504,0.0037432841338160463
3,normal,Manhattan,optimized,0.0012233887441975707,0.001270830089584208,0.0008726677225111191,0.002847664695672744,0.014076971719032336
4,normal,Euclidean,fixed,0.00066517686491764,0.00029494151175456224,0.00015462238683409997,0.0007891102304160757,0.003654171573202376
4,normal,Euclidean,optimized,0.0006459652116887144,0.00014421122447368169,5.95119819526389e-05,0.0025874270051781923,0.01389657754629839
4,normal,InnerProduct,fixed,-0.002312493878370213,-0.0030164768998811203,-0.002050533911452373,0.00038827990997411413,0.0036081051336074275
4,normal,InnerProduct,optimized,-0.003993481256663896,-0.004092740655485851,-0.0027014119501521296,0.002462293505954348,0.013790872811292565
4,normal,Manhattan,fixed,0.0003459363685883423,9.000554293559935e-05,6.97189210791892e-05,0.0007688696493527358,0.003679321995535166
4,normal,Manhattan,optimized,0.000304410403893901,8.873502929659054e-05,4.166324740476384e-05,0.0027111284502720273,0.014010400416516331
5,normal,Euclidean,fixed,0.001617953329790974,0.0013514319900200663,0.000875878411625644,0.0008838119430674162,0.003825203391923596
5,normal,Euclidean,optimized,0.001206512164778137,0.0012553531230632372,0.0008865114913627785,0.00296247945743028,0.014315398028621385
5,normal,InnerProduct,fixed,-8.10058771355424e-05,0.00014380508272228434,8.251057058227783e-05,0.0005476024616595643,0.0037208352545726985
5,normal,InnerProduct,optimized,-0.0016244217135640007,-0.0007162106926224606,-0.0004864053019588421,0.0026576268347299425,0.013776494998488636
5,normal,Manhattan,fixed,0.0009022139856081257,0.0010612898485741055,0.0007009016448663064,0.0008434507921603762,0.00388526566220901
5,normal,Manhattan,optimized,0.0006555296370930113,0.0011549109596270244,0.0008018414947469463,0.002989497099420409,0.014664959369763635
6,normal,Euclidean,fixed,-0.003835677962484939,-0.0005066532499950925,-0.00031850124059114326,0.0008020579952228257,0.003546319147798682
6,normal,Euclidean,optimized,-0.004044684960970402,-0.001096027807128979,-0.0006719638308771762,0.0030818873473093117,0.013645524742326269
6,normal,InnerProduct,fixed,-0.0005456419593874217,0.0014330219955822252,0.0009719782634352214,0.0004672047691481007,0.0035906488898445697
6,normal,InnerProduct,optimized,-6.798821150205018e-05,0.002025696629745573,0.0013915154286091415,0.0025402349760200254,0.013486513376991794
6,normal,Manhattan,fixed,-0.004292202325905849,-0.0015349152392192566,-0.0010676940703405488,0.0007582313045423517,0.0033647170455358044
6,normal,Manhattan,optimized,-0.004223394714909404,-0.001913496158050866,-0.001190722770777605,0.0028780580103687525,0.013218140064910346
7,normal,Euclidean,fixed,0.00014865446710533717,-0.001544156339434534,-0.0010701952858707911,0.0007274853230459133,0.0037984306378123587
7,normal,Euclidean,optimized,0.0010541815782997297,-0.0006623038241237228,-0.0004560082813967497,0.0026192173503431023,0.0144166528357205
7,normal,InnerProduct,fixed,-0.0007701605238527453,-0.001699189715357837,-0.0011559160779603872,0.0003278862979917363,0.003484776109069334
7,normal,InnerProduct,optimized,-0.0009183209082086648,-0.001465129792962965,-0.0009011549759735441,0.0022352301838601514,0.013691919387304735
7,normal,Manhattan,fixed,0.0008864515281490323,-0.0012042894403712949,-0.0008673801872059635,0.0006970005415503567,0.003906341193654946
7,normal,Manhattan,optimized,0.0015788052869908772,-0.0002495553058824052,-0.0002013703089382388,0.002729961461788044,0.014669155186923102
8,normal,Euclidean,fixed,-0.004609218509185984,-0.005882687017095612,-0.003922053660998167,0.0005708871693803641,0.003206100839725834
8,normal,Euclidean,optimized,-0.0025541292330005985,-0.003442703646747143,-0.0022538016772865443,0.0026268530997446936,0.013351819448438178
8,normal,InnerProduct,fixed,-0.0014162322571594941,-0.0022797929154500336,-0.0015430825779703422,0.00042232249930471366,0.003683537713418983
8,normal,InnerProduct,optimized,-0.001457997126120713,-0.0028541167936175452,-0.001890036119068594,0.0027402991908334184,0.014305961550624767
8,normal,Manhattan,fixed,-0.003405392260358099,-0.004596958333884471,-0.003087967212799087,0.000572227306933839,0.0032827844581702036
8,normal,Manhattan,optimized,-0.0021693815263412763,-0.0031041104488642385,-0.0020964026300759045,0.002533089674342549,0.013473811700443327
9,normal,Euclidean,fixed,0.0014876147460072583,0.0018752417639396018,0.0012669149025938083,0.0006470010127189674,0.003931278208274376
9,normal,Euclidean,optimized,0.003282898283123196,0.0031986996925483426,0.002128847131187632,0.002621580222027099,0.014677745986980892
9,normal,InnerProduct,fixed,-0.0012643323951313842,-0.0011104215583077187,-0.0007453129914859593,0.0004273455848080476,0.0035507282920368734
9,normal,InnerProduct,optimized,-0.002007953552148175,-0.002886740350104936,-0.001897282780999572,0.0021619223128875615,0.013599740629981696
9,normal,Manhattan,fixed,0.0025907237234094765,0.0028568215202655484,0.0019207661230368988,0.0005700416928045926,0.003944360556335136
9,normal,Manhattan,optimized,0.0041220809704167576,0.004163863009571333,0.0027602650817272157,0.0025884896289005447,0.014393695797894061
10,normal,Euclidean,fixed,-0.0004619265048212896,-0.0006502382592719938,-0.00042346366711417684,0.0007517774125865418,0.003759027903338761
10,normal,Euclidean,optimized,0.0009473437750935432,0.0010851792134467008,0.000701733101641241,0.0029042209710124934,0.014309205153668243
10,normal,InnerProduct,fixed,0.0010979912226577809,0.00017564118574610224,9.922144756976142e-05,0.0005642677345858416,0.003955404456233377
10,normal,InnerProduct,optimized,0.000904344546800899,0.0007922243668426194,0.0004107234826745121,0.0025754474842576798,0.01391270784569387
10,normal,Manhattan,fixed,-0.0014094294655725384,-0.0020354747475598185,-0.0013415082397653989,0.0007653022502697692,0.003744730706246694
10,normal,Manhattan,optimized,0.00022961416663697237,-0.00023720747829764007,-0.00019905825666277868,0.002935732523108075,0.014167411512921637
1,uniform,Euclidean,fixed,-0.001569488744238942,-0.00273788989215419,-0.0018474135463251932,0.0007257146162083827,0.0034097860993341587
1,uniform,Euclidean,optimized,-0.001608568625796965,-0.0027303086150984603,-0.0017884910277861168,0.002920786660554389,0.013446258312005627
1,uniform,InnerProduct,fixed,-0.0005569395561610287,-0.0017716737491540457,-0.0011747441255738635,0.00047775438162833694,0.004139477826247509
1,uniform,InnerProduct,optimized,-0.0030475977141366916,-0.004063319634393185,-0.002659778039511751,0.0024985219193130247,0.014654147199236665
1,uniform,Manhattan,fixed,-0.001569488744238942,-0.00273788989215419,-0.0018474135463251932,0.0007257146162083827,0.0034097860993341587
1,uniform,Manhattan,optimized,-0.0016085686257969645,-0.0027303086150984603,-0.0017884910277861168,0.002920786660554395,0.013446258312005627
2,uniform,Euclidean,fixed,-0.0005978041379723965,-0.002178295574077376,-0.0014518965314741141,0.0005493001877954872,0.003704115341692643
2,uniform,Euclidean,optimized,-0.00041837657049125155,-0.002149253082600358,-0.0014050368810720976,0.002643669905615538,0.014011244971750993
2,uniform,InnerProduct,fixed,0.0023364550750736637,0.0012272263321432685,0.000824465630982361,0.0004316883367139812,0.003931272849662338
2,uniform,InnerProduct,optimized,0.0013643620020857465,7.2018679466207684e-06,5.313234179964009e-05,0.0024175502212230946,0.014625901904895615
2,uniform,Manhattan,fixed,-0.0008420223643412169,-0.0022482869848384716,-0.001531147644022888,0.0005319405516846587,0.0037078765220195866
2,uniform,Manhattan,optimized,-0.0007851393312659102,-0.002328298200479973,-0.0015173805185365414,0.002634442765118762,0.014084242488533736
3,uniform,Euclidean,fixed,3.297362331340695e-05,6.851520586369487e-05,7.28011276184245e-05,0.0005327389680300931,0.003480859555686965
3,uniform,Euclidean,optimized,0.00014584163451658165,0.00010332556042516267,0.00011561814273481422,0.0024234211632929038,0.013468622416810527
3,uniform,InnerProduct,fixed,-0.0001701617476252463,-0.0012011706701954275,-0.0008417574989788376,0.0004947196189192482,0.0036015886983765642
3,uniform,InnerProduct,optimized,-0.0019026856451420542,-0.0033112260783194182,-0.002203289940300934,0.002448498659343282,0.014159309490334594
3,uniform,Manhattan,fixed,0.0008081106848132263,0.0003061341793171483,0.00019626664068210704,0.000504890939464846,0.003545223186025427
3,uniform,Manhattan,optimized,0.0008955780523432693,0.00018533487330103,0.00013457810383726143,0.002460414939490046,0.013418433980421847
4,uniform,Euclidean,fixed,-0.005747587471515745,-0.0064645009909410685,-0.0043002788078527684,0.0007409307187370185,0.0031095090164717774
4,uniform,Euclidean,optimized,-0.00524971317542178,-0.005786051835632608,-0.00382475103165916,0.00287309925988683,0.013310730441864285
4,uniform,InnerProduct,fixed,-0.0017480103014866388,-0.002000047528922154,-0.001326530488499657,0.00039995336820697114,0.0033788223620525837
4,uniform,InnerProduct,optimized,-0.0017112324579139915,-0.0015055896755093426,-0.0010391345558692206,0.002302193460900733,0.013817190506586833
4,uniform,Manhattan,fixed,-0.006044211116422687,-0.006135384371759236,-0.004120624571105774,0.0006658145298429197,0.0032312260293774907
4,uniform,Manhattan,optimized,-0.005689678339134045,-0.005770239302069068,-0.0037470439062315453,0.0027721021497718688,0.013395639651005507
5,uniform,Euclidean,fixed,0.001495391200299823,0.002094744122650697,0.0014186618762986542,0.0005590021722546168,0.0038120569875189757
5,uniform,Euclidean,optimized,0.001956322952166977,0.002705295650992977,0.001834146577315284,0.002877431873066028,0.014658009714587372
5,uniform,InnerProduct,fixed,0.0012324011216388858,0.0018083250251848704,0.0012006819275685785,0.0003807758726699173,0.003679590709371053
5,uniform,InnerProduct,optimized,0.0003999807837323758,0.001978913195196323,0.0013251262931076619,0.00269127109977638,0.014050461903430457
5,uniform,Manhattan,fixed,0.0013036567013464263,0.0015788111444356532,0.0010514558640044493,0.0005199537967824685,0.003827169300293902
5,uniform,Manhattan,optimized,0.0015961391807224584,0.0019653608450249994,0.00133257741665746,0.0028330911264268306,0.014756239845743375
6,uniform,Euclidean,fixed,0.0036981755088716737,0.0040340947904689475,0.002704099560043585,0.0006119055898399207,0.0039450397834748015
6,uniform,Euclidean,optimized,0.00414895023662985,0.004126064566335879,0.00272887527301395,0.0026795509830450414,0.014904000548152605
6,uniform,InnerProduct,fixed,0.00168113770985167,0.002164131420710102,0.001418149816426321,0.0004107656998006237,0.0036972730645068474
6,uniform,InnerProduct,optimized,0.0032447561857667866,0.0028800368657839037,0.0018900769758915885,0.002591971103325071,0.014434885344232803
6,uniform,Manhattan,fixed,0.0038942534559898555,0.003967187915585742,0.002679786563413004,0.0005650402957432099,0.004007525016424449
6,uniform,Manhattan,optimized,0.004325200503106527,0.0039465898475677,0.002564624113510436,0.002652015922084002,0.014699795157334909
7,uniform,Euclidean,fixed,-0.0029120032962426778,-0.0020162002959069995,-0.001379902882885138,0.0006055530231114237,0.003417693759382419
7,uniform,Euclidean,optimized,-0.001729379162822657,-0.0005296038191728803,-0.0003955626623237915,0.002607971686583248,0.013377675991897795
7,uniform,InnerProduct,fixed,0.0003392757787297008,0.00042812164507884625,0.0003178316238350158,0.00043252767453982546,0.0036662976947568616
7,uniform,InnerProduct,optimized,0.001801642572476051,0.0011008624306684297,0.0007330347515906702,0.0025116860630996977,0.013852745024455408
7,uniform,Manhattan,fixed,-0.0026891297638929118,-0.0018161206618039077,-0.0012222475260379886,0.0005410217686416652,0.0032608535737103706
7,uniform,Manhattan,optimized,-0.0018652480077571954,-0.0007623275883065694,-0.0004901245186397578,0.0025570799653384154,0.013534597529273464
8,uniform,Euclidean,fixed,-0.003378506585430896,-0.0027477820957642345,-0.001804548226627776,0.0009443337952380026,0.0034170734576438122
8,uniform,Euclidean,optimized,-0.0026531846484177256,-0.0018902543903325708,-0.001335340481358657,0.0032786901222514224,0.013519775958587657
8,uniform,InnerProduct,fixed,0.0006105128644566044,0.0015868760566921864,0.001016360068139163,0.0006765425333015229,0.0036538184083689394
8,uniform,InnerProduct,optimized,-0.0006087769968085352,-0.00048474983123794694,-0.0003175836903639676,0.002789707947894854,0.014116143774877172
8,uniform,Manhattan,fixed,-0.0028876182877127145,-0.0018958811278992982,-0.0012704697797844278,0.0008908644908706553,0.003398922010041403
8,uniform,Manhattan,optimized,-0.0027125825940932775,-0.001689151556119626,-0.0011430231338303875,0.0031970478345287805,0.01364744725065594
9,uniform,Euclidean,fixed,-0.004437860467810882,-0.004688282201190318,-0.003130773448665081,0.0008220387638527348,0.0036052930916354252
9,uniform,Euclidean,optimized,-0.0030425044198133027,-0.003216993938191518,-0.002245864393575957,0.0026242783154261824,0.013680301047152978
9,uniform,InnerProduct,fixed,-0.002276644203047387,-0.003256028269475014,-0.002146998113555726,0.00053266977268701,0.003428854959855605
9,uniform,InnerProduct,optimized,-0.00460818175105437,-0.004760895663343124,-0.003154443479179336,0.0025316030110882804,0.013214849998337769
9,uniform,Manhattan,fixed,-0.004505430221244174,-0.004398939238377506,-0.0029306663589404765,0.0007309634457938796,0.003472744085147288
9,uniform,Manhattan,optimized,-0.0036310351384412545,-0.003668692210168105,-0.002506332799361874,0.0026000047748732068,0.013402384711027164
10,uniform,Euclidean,fixed,-0.0010693572233399892,-0.002399986423446329,-0.001594288565203645,0.0008122402900704417,0.003764326601274407
10,uniform,Euclidean,optimized,0.0009303154687276053,-0.00022028440618428513,-0.00023867421803931786,0.0029508443282753377,0.014302199584460122
10,uniform,InnerProduct,fixed,-0.00016478871608247836,-0.001407387616877752,-0.0009460896979666924,0.000524057991060084,0.003659929047810849
10,uniform,InnerProduct,optimized,-0.00014212135079314477,-0.0006902701361349529,-0.0005072509016432224,0.002796426017096248,0.014122565879908398
10,uniform,Manhattan,fixed,-0.0009510450523949215,-0.0017702263962639274,-0.0011568220300422077,0.0007629878609569762,0.003689485974914034
10,uniform,Manhattan,optimized,0.00035921744311606364,-0.0002450555329146331,-0.00019978381342365082,0.0029884241112553035,0.014212792303663166
