configuration,fold,epoch,kendall_Euclidean_fixed,kendall_Euclidean_optimized,kendall_InnerProduct_fixed,kendall_InnerProduct_optimized,kendall_Manhattan_fixed,kendall_Manhattan_optimized,loss,reconstruction_loss
c0.0_r1.0_m0.0_b16_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,2,39,0.1547343012271933,0.16734885691975357,0.06372924921336945,0.18561279316254045,0.1400858344331031,0.1507079535920945,0.13652974330241482,0.13396160270293553
c0.0_r1.0_m0.0_b128_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,4,107,0.16556108836583525,0.15282148465638992,0.10529393112175423,0.09735074323795896,0.153925065781026,0.16312588477098264,0.1303726856046915,0.1276359504106144
c0.0_r1.0_m0.0_b2048_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,3,61,0.1604916198611354,0.23357150150275602,0.14342980413162038,0.18755216569897973,0.14284245582391827,0.2341015940019214,0.13631250730832417,0.13374690016825994
c0.0_r1.0_m0.0_b32_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,3,57,0.16357585108580217,0.20930128486464258,0.09767798139855043,0.17240592883972794,0.16077876792267864,0.2093387932260507,0.13549701612944404,0.13290314032440384
c0.0_r1.0_m0.0_b128_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,0,48,0.16888678500589063,0.20651311355037572,0.10375116290019008,0.057301737898884195,0.1643028577688912,0.21493133857756344,0.1294496190883716,0.12667872143402695
c0.0_r1.0_m0.0_b64_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,4,84,0.1459540966362778,0.1846573387963722,0.09172487999537433,0.22849126185764668,0.14385008447624276,0.18831056088115553,0.13120303067425887,0.1283987523302436
c0.0_r1.0_m0.0_b64_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,2,159,0.13588564142380238,0.17394514844353562,0.20524625568957333,0.10007367055298319,0.12958013103600502,0.18007241491711698,0.1331945947840313,0.13023990370556712
c0.0_r1.0_m0.0_b256_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,0,80,0.1441137386054779,0.17677288283256287,0.0906467695461256,0.135171697922011,0.1389933665807772,0.17607615478965608,0.12944345218117037,0.12676395377566418
c0.0_r1.0_m0.0_b16_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,0,48,0.16192997060577474,0.175647170096381,0.1005585985432138,0.12360559645191098,0.16109593600883776,0.17709793643257377,0.13318473023831845,0.13074548678010703
c0.0_r1.0_m0.0_b32_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,0,69,0.15805216655647938,0.19443159828322176,0.1063811781002339,0.16502123817354317,0.147823169473232,0.18115342263323733,0.13125372205262384,0.12866763885602356
c0.0_r1.0_m0.0_b32_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,1,57,0.16120426914114727,0.17089634476553095,0.045411813323833504,0.15265399719566194,0.16158930858730752,0.17002174082217353,0.1338757540608446,0.13121074202711383
c0.0_r1.0_m0.0_b2048_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,4,186,0.18947530101854135,0.23696962050426107,0.04294625564994627,0.1609752113713568,0.18812439991082655,0.25456895515868294,0.13277307088474433,0.12989629729161659
c0.0_r1.0_m0.0_b256_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,4,69,0.17548205389215438,0.2086638742316465,0.09014556565688647,0.1650801006862225,0.16854612298742344,0.21798190681114366,0.13083884914144875,0.12811834389328958
c0.0_r1.0_m0.0_b16_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,1,119,0.14101384475927242,0.1662494862758217,0.044915830308440624,0.128422896975224,0.14097729864234873,0.1661065398709342,0.13562921423971652,0.13308306740457812
c0.0_r1.0_m0.0_b128_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,3,71,0.1623646083534743,0.21379754821439603,0.06318366789643727,0.012335881416977296,0.1498319006855732,0.21695021242143767,0.13411390529463688,0.13129338407104213
c0.0_r1.0_m0.0_b2048_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,0,26,0.17030425225514503,0.24061912489246756,0.17235997133210235,0.24585344754203625,0.15749092261800848,0.24725808325350912,0.1322172258640329,0.12958852784792582
c0.0_r1.0_m0.0_b128_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,1,122,0.1754024355659992,0.2476790403021491,0.031491658431293895,0.31656784650989706,0.17545464430446162,0.2461622875525112,0.14019503952860832,0.13583306724334757
c0.0_r1.0_m0.0_b256_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,3,53,0.17328145556596386,0.21797165371855476,0.04301282179148584,0.17260390189738978,0.14884646074709523,0.22286267031997425,0.13468860246494413,0.1319510496767362
c0.0_r1.0_m0.0_b64_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,1,79,0.15220739828561278,0.20963856149642987,0.0882099266783927,0.23249538290990635,0.15021955056865655,0.20782282743913388,0.13266327056502303,0.1299693649609387
c0.0_r1.0_m0.0_b64_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,3,64,0.17984670442761172,0.21330016686595438,0.11967874378660928,0.19669409038727653,0.1807329477630111,0.2127612435587994,0.1348725802829365,0.13212997641662758
