pairID,pairType,visualType,ratingType,aggregator,ratings
bowl-donkey,between,Mix,visual,mean,1.2666666666666666
bowl-goat,between,Mix,visual,mean,1.2
bowl-horse,between,Mix,visual,mean,1.2666666666666666
bowl-stag,between,Mix,visual,mean,1.8
bowl-eagle,between,Mix,visual,mean,1.4666666666666666
bowl-owl,between,Mix,visual,mean,1.2
bowl-parrot,between,Mix,visual,mean,1.3333333333333333
bowl-pigeon,between,Mix,visual,mean,1.3333333333333333
bowl-stork,between,Mix,visual,mean,1.4
axe-bowl,between,Mix,visual,mean,1.2666666666666666
bowl-hammer,between,Mix,visual,mean,1.3333333333333333
bowl-pliers,between,Mix,visual,mean,1.0666666666666667
bowl-saw,between,Mix,visual,mean,1.4666666666666666
bowl-shovel,between,Mix,visual,mean,1.6
bowl-dishwasher,between,Mix,visual,mean,1.6
bowl-microwave,between,Mix,visual,mean,2.3333333333333335
bowl-television,between,Mix,visual,mean,1.9333333333333333
bowl-toaster,between,Mix,visual,mean,1.7333333333333334
bowl-washing machine,between,Mix,visual,mean,1.9333333333333333
blouse-bowl,between,Mix,visual,mean,1.2
bowl-coat,between,Mix,visual,mean,1.4666666666666666
bowl-jacket,between,Mix,visual,mean,1.2666666666666666
bowl-shirt,between,Mix,visual,mean,1.3333333333333333
bowl-uniform,between,Mix,visual,mean,1.4666666666666666
glass-plate,within ,Mix,visual,mean,1.4666666666666666
glass-salt shaker,within ,Mix,visual,mean,3.066666666666667
glass-teapot,within ,Mix,visual,mean,2.4
church-glass,between,Mix,visual,mean,1.3333333333333333
glass-igloo,between,Mix,visual,mean,1.6666666666666667
glass-lighthouse,between,Mix,visual,mean,3.0
glass-pyramid,between,Mix,visual,mean,1.6666666666666667
glass-windmill,between,Mix,visual,mean,2.3333333333333335
bicycle-glass,between,Mix,visual,mean,1.2
bus-glass,between,Mix,visual,mean,1.4666666666666666
car-glass,between,Mix,visual,mean,1.6666666666666667
glass-scooter,between,Mix,visual,mean,1.2
glass-tractor,between,Mix,visual,mean,1.4666666666666666
ant-glass,between,Mix,visual,mean,1.0666666666666667
butterfly-glass,between,Mix,visual,mean,1.2
dragonfly-glass,between,Mix,visual,mean,1.5333333333333334
fly-glass,between,Mix,visual,mean,1.3333333333333333
glass-ladybug,between,Mix,visual,mean,1.6
apple-glass,between,Mix,visual,mean,2.066666666666667
banana-glass,between,Mix,visual,mean,2.2
cherry-glass,between,Mix,visual,mean,1.4
glass-lemon,between,Mix,visual,mean,1.8
glass-raspberry,between,Mix,visual,mean,2.2
asparagus-glass,between,Mix,visual,mean,2.6
bell pepper-glass,between,Mix,visual,mean,2.933333333333333
broccoli-glass,between,Mix,visual,mean,2.2
carrot-glass,between,Mix,visual,mean,1.6
glass-onion,between,Mix,visual,mean,1.7333333333333334
dandelion-glass,between,Mix,visual,mean,1.8666666666666667
glass-palm tree,between,Mix,visual,mean,2.066666666666667
glass-rose,between,Mix,visual,mean,2.066666666666667
glass-sunflower,between,Mix,visual,mean,2.7333333333333334
glass-tulip,between,Mix,visual,mean,1.8
cow-glass,between,Mix,visual,mean,1.3333333333333333
donkey-glass,between,Mix,visual,mean,1.2666666666666666
glass-goat,between,Mix,visual,mean,1.7333333333333334
glass-horse,between,Mix,visual,mean,1.0
glass-stag,between,Mix,visual,mean,1.4666666666666666
eagle-glass,between,Mix,visual,mean,1.8666666666666667
glass-owl,between,Mix,visual,mean,1.9333333333333333
glass-parrot,between,Mix,visual,mean,1.5333333333333334
glass-pigeon,between,Mix,visual,mean,1.9333333333333333
glass-stork,between,Mix,visual,mean,1.5333333333333334
axe-glass,between,Mix,visual,mean,1.4666666666666666
glass-hammer,between,Mix,visual,mean,1.6666666666666667
glass-pliers,between,Mix,visual,mean,1.7333333333333334
glass-saw,between,Mix,visual,mean,2.066666666666667
glass-shovel,between,Mix,visual,mean,1.8
dishwasher-glass,between,Mix,visual,mean,1.8
glass-microwave,between,Mix,visual,mean,1.4666666666666666
glass-television,between,Mix,visual,mean,1.2666666666666666
glass-toaster,between,Mix,visual,mean,2.4
glass-washing machine,between,Mix,visual,mean,1.4666666666666666
blouse-glass,between,Mix,visual,mean,2.0
coat-glass,between,Mix,visual,mean,2.4
glass-jacket,between,Mix,visual,mean,1.3333333333333333
glass-shirt,between,Mix,visual,mean,1.4
glass-uniform,between,Mix,visual,mean,2.066666666666667
plate-salt shaker,within ,Mix,visual,mean,1.6666666666666667
plate-teapot,within ,Mix,visual,mean,1.8666666666666667
church-plate,between,Mix,visual,mean,1.2666666666666666
igloo-plate,between,Mix,visual,mean,2.8
lighthouse-plate,between,Mix,visual,mean,1.6666666666666667
plate-pyramid,between,Mix,visual,mean,1.2666666666666666
plate-windmill,between,Mix,visual,mean,1.7333333333333334
bicycle-plate,between,Mix,visual,mean,1.5333333333333334
bus-plate,between,Mix,visual,mean,1.6
car-plate,between,Mix,visual,mean,1.9333333333333333
plate-scooter,between,Mix,visual,mean,1.1333333333333333
plate-tractor,between,Mix,visual,mean,1.4
ant-plate,between,Mix,visual,mean,1.0666666666666667
butterfly-plate,between,Mix,visual,mean,1.2666666666666666
dragonfly-plate,between,Mix,visual,mean,1.1333333333333333
fly-plate,between,Mix,visual,mean,1.4
ladybug-plate,between,Mix,visual,mean,2.7333333333333334
apple-plate,between,Mix,visual,mean,3.0
banana-plate,between,Mix,visual,mean,1.2
cherry-plate,between,Mix,visual,mean,1.9333333333333333
lemon-plate,between,Mix,visual,mean,2.7333333333333334
plate-raspberry,between,Mix,visual,mean,2.3333333333333335
asparagus-plate,between,Mix,visual,mean,1.3333333333333333
bell pepper-plate,between,Mix,visual,mean,2.2
broccoli-plate,between,Mix,visual,mean,1.9333333333333333
carrot-plate,between,Mix,visual,mean,1.4666666666666666
onion-plate,between,Mix,visual,mean,2.4
dandelion-plate,between,Mix,visual,mean,1.2
palm tree-plate,between,Mix,visual,mean,1.1333333333333333
plate-rose,between,Mix,visual,mean,1.3333333333333333
plate-sunflower,between,Mix,visual,mean,1.6
plate-tulip,between,Mix,visual,mean,1.1333333333333333
cow-plate,between,Mix,visual,mean,1.2666666666666666
donkey-plate,between,Mix,visual,mean,1.2666666666666666
goat-plate,between,Mix,visual,mean,1.6
horse-plate,between,Mix,visual,mean,1.0
plate-stag,between,Mix,visual,mean,1.2666666666666666
eagle-plate,between,Mix,visual,mean,1.5333333333333334
owl-plate,between,Mix,visual,mean,1.2
parrot-plate,between,Mix,visual,mean,1.3333333333333333
pigeon-plate,between,Mix,visual,mean,1.7333333333333334
plate-stork,between,Mix,visual,mean,1.2666666666666666
axe-plate,between,Mix,visual,mean,1.1333333333333333
hammer-plate,between,Mix,visual,mean,1.3333333333333333
plate-pliers,between,Mix,visual,mean,1.2
plate-saw,between,Mix,visual,mean,1.6666666666666667
plate-shovel,between,Mix,visual,mean,1.2666666666666666
dishwasher-plate,between,Mix,visual,mean,1.0666666666666667
microwave-plate,between,Mix,visual,mean,2.2666666666666666
plate-television,between,Mix,visual,mean,1.5333333333333334
plate-toaster,between,Mix,visual,mean,1.8666666666666667
plate-washing machine,between,Mix,visual,mean,1.2666666666666666
blouse-plate,between,Mix,visual,mean,1.6
coat-plate,between,Mix,visual,mean,1.3333333333333333
jacket-plate,between,Mix,visual,mean,1.1333333333333333
plate-shirt,between,Mix,visual,mean,1.1333333333333333
plate-uniform,between,Mix,visual,mean,1.4
salt shaker-teapot,within ,Mix,visual,mean,2.0
church-salt shaker,between,Mix,visual,mean,1.9333333333333333
igloo-salt shaker,between,Mix,visual,mean,1.4666666666666666
lighthouse-salt shaker,between,Mix,visual,mean,2.466666666666667
pyramid-salt shaker,between,Mix,visual,mean,2.0
salt shaker-windmill,between,Mix,visual,mean,2.8
bicycle-salt shaker,between,Mix,visual,mean,1.2
bus-salt shaker,between,Mix,visual,mean,1.4
car-salt shaker,between,Mix,visual,mean,2.2666666666666666
salt shaker-scooter,between,Mix,visual,mean,1.3333333333333333
salt shaker-tractor,between,Mix,visual,mean,1.6
ant-salt shaker,between,Mix,visual,mean,1.3333333333333333
butterfly-salt shaker,between,Mix,visual,mean,1.3333333333333333
dragonfly-salt shaker,between,Mix,visual,mean,1.4
fly-salt shaker,between,Mix,visual,mean,1.2666666666666666
ladybug-salt shaker,between,Mix,visual,mean,1.3333333333333333
apple-salt shaker,between,Mix,visual,mean,1.3333333333333333
banana-salt shaker,between,Mix,visual,mean,2.2
cherry-salt shaker,between,Mix,visual,mean,1.6
lemon-salt shaker,between,Mix,visual,mean,1.4
raspberry-salt shaker,between,Mix,visual,mean,2.4
asparagus-salt shaker,between,Mix,visual,mean,2.2
bell pepper-salt shaker,between,Mix,visual,mean,2.6666666666666665
broccoli-salt shaker,between,Mix,visual,mean,2.4
carrot-salt shaker,between,Mix,visual,mean,2.4
onion-salt shaker,between,Mix,visual,mean,1.8
dandelion-salt shaker,between,Mix,visual,mean,2.6666666666666665
palm tree-salt shaker,between,Mix,visual,mean,2.7333333333333334
rose-salt shaker,between,Mix,visual,mean,2.2666666666666666
salt shaker-sunflower,between,Mix,visual,mean,3.4
salt shaker-tulip,between,Mix,visual,mean,2.466666666666667
cow-salt shaker,between,Mix,visual,mean,1.3333333333333333
donkey-salt shaker,between,Mix,visual,mean,1.3333333333333333
goat-salt shaker,between,Mix,visual,mean,1.4
horse-salt shaker,between,Mix,visual,mean,1.1333333333333333
salt shaker-stag,between,Mix,visual,mean,1.4
eagle-salt shaker,between,Mix,visual,mean,1.8
owl-salt shaker,between,Mix,visual,mean,2.4
parrot-salt shaker,between,Mix,visual,mean,1.8666666666666667
pigeon-salt shaker,between,Mix,visual,mean,2.066666666666667
salt shaker-stork,between,Mix,visual,mean,1.4
axe-salt shaker,between,Mix,visual,mean,1.8666666666666667
hammer-salt shaker,between,Mix,visual,mean,1.8666666666666667
pliers-salt shaker,between,Mix,visual,mean,2.2666666666666666
salt shaker-saw,between,Mix,visual,mean,2.6
salt shaker-shovel,between,Mix,visual,mean,2.066666666666667
dishwasher-salt shaker,between,Mix,visual,mean,2.1333333333333333
microwave-salt shaker,between,Mix,visual,mean,1.5333333333333334
salt shaker-television,between,Mix,visual,mean,2.2
salt shaker-toaster,between,Mix,visual,mean,1.6
salt shaker-washing machine,between,Mix,visual,mean,2.066666666666667
blouse-salt shaker,between,Mix,visual,mean,1.6
coat-salt shaker,between,Mix,visual,mean,2.6
jacket-salt shaker,between,Mix,visual,mean,1.6
salt shaker-shirt,between,Mix,visual,mean,1.9333333333333333
salt shaker-uniform,between,Mix,visual,mean,2.533333333333333
church-teapot,between,Mix,visual,mean,1.9333333333333333
igloo-teapot,between,Mix,visual,mean,2.8
lighthouse-teapot,between,Mix,visual,mean,1.3333333333333333
pyramid-teapot,between,Mix,visual,mean,1.7333333333333334
teapot-windmill,between,Mix,visual,mean,1.4666666666666666
bicycle-teapot,between,Mix,visual,mean,1.6666666666666667
bus-teapot,between,Mix,visual,mean,1.3333333333333333
car-teapot,between,Mix,visual,mean,1.9333333333333333
scooter-teapot,between,Mix,visual,mean,1.2666666666666666
teapot-tractor,between,Mix,visual,mean,2.1333333333333333
ant-teapot,between,Mix,visual,mean,1.1333333333333333
butterfly-teapot,between,Mix,visual,mean,1.4
dragonfly-teapot,between,Mix,visual,mean,1.6
fly-teapot,between,Mix,visual,mean,1.2666666666666666
ladybug-teapot,between,Mix,visual,mean,3.6
apple-teapot,between,Mix,visual,mean,4.266666666666667
banana-teapot,between,Mix,visual,mean,1.4666666666666666
cherry-teapot,between,Mix,visual,mean,1.6
lemon-teapot,between,Mix,visual,mean,3.6666666666666665
raspberry-teapot,between,Mix,visual,mean,2.7333333333333334
asparagus-teapot,between,Mix,visual,mean,1.4
bell pepper-teapot,between,Mix,visual,mean,2.933333333333333
broccoli-teapot,between,Mix,visual,mean,1.5333333333333334
carrot-teapot,between,Mix,visual,mean,1.4
onion-teapot,between,Mix,visual,mean,3.6666666666666665
dandelion-teapot,between,Mix,visual,mean,1.3333333333333333
palm tree-teapot,between,Mix,visual,mean,1.7333333333333334
rose-teapot,between,Mix,visual,mean,2.0
sunflower-teapot,between,Mix,visual,mean,1.8
teapot-tulip,between,Mix,visual,mean,1.4666666666666666
cow-teapot,between,Mix,visual,mean,2.0
donkey-teapot,between,Mix,visual,mean,1.8
goat-teapot,between,Mix,visual,mean,1.6666666666666667
horse-teapot,between,Mix,visual,mean,1.4666666666666666
stag-teapot,between,Mix,visual,mean,1.5333333333333334
eagle-teapot,between,Mix,visual,mean,2.1333333333333333
owl-teapot,between,Mix,visual,mean,2.533333333333333
parrot-teapot,between,Mix,visual,mean,2.1333333333333333
pigeon-teapot,between,Mix,visual,mean,2.3333333333333335
stork-teapot,between,Mix,visual,mean,2.2
axe-teapot,between,Mix,visual,mean,1.2
hammer-teapot,between,Mix,visual,mean,1.4
pliers-teapot,between,Mix,visual,mean,1.1333333333333333
saw-teapot,between,Mix,visual,mean,1.3333333333333333
shovel-teapot,between,Mix,visual,mean,1.4666666666666666
dishwasher-teapot,between,Mix,visual,mean,1.6666666666666667
microwave-teapot,between,Mix,visual,mean,1.8
teapot-television,between,Mix,visual,mean,2.2666666666666666
teapot-toaster,between,Mix,visual,mean,1.7333333333333334
teapot-washing machine,between,Mix,visual,mean,2.066666666666667
blouse-teapot,between,Mix,visual,mean,2.0
coat-teapot,between,Mix,visual,mean,1.9333333333333333
jacket-teapot,between,Mix,visual,mean,2.0
shirt-teapot,between,Mix,visual,mean,1.7333333333333334
teapot-uniform,between,Mix,visual,mean,2.2
church-igloo,within ,Mix,visual,mean,1.7333333333333334
church-lighthouse,within ,Mix,visual,mean,2.6666666666666665
church-pyramid,within ,Mix,visual,mean,2.0
church-windmill,within ,Mix,visual,mean,2.1333333333333333
bicycle-church,between,Mix,visual,mean,1.2
bus-church,between,Mix,visual,mean,1.8666666666666667
car-church,between,Mix,visual,mean,1.7333333333333334
church-scooter,between,Mix,visual,mean,2.066666666666667
church-tractor,between,Mix,visual,mean,1.9333333333333333
ant-church,between,Mix,visual,mean,1.4
butterfly-church,between,Mix,visual,mean,1.2666666666666666
church-dragonfly,between,Mix,visual,mean,1.4666666666666666
church-fly,between,Mix,visual,mean,1.4
church-ladybug,between,Mix,visual,mean,1.2666666666666666
apple-church,between,Mix,visual,mean,1.4
banana-church,between,Mix,visual,mean,1.3333333333333333
cherry-church,between,Mix,visual,mean,1.0666666666666667
church-lemon,between,Mix,visual,mean,1.2666666666666666
church-raspberry,between,Mix,visual,mean,1.4666666666666666
asparagus-church,between,Mix,visual,mean,1.4
bell pepper-church,between,Mix,visual,mean,1.4666666666666666
broccoli-church,between,Mix,visual,mean,1.2
carrot-church,between,Mix,visual,mean,1.2
church-onion,between,Mix,visual,mean,1.5333333333333334
church-dandelion,between,Mix,visual,mean,1.6
church-palm tree,between,Mix,visual,mean,1.5333333333333334
church-rose,between,Mix,visual,mean,1.2666666666666666
church-sunflower,between,Mix,visual,mean,1.0666666666666667
church-tulip,between,Mix,visual,mean,1.6666666666666667
church-cow,between,Mix,visual,mean,1.3333333333333333
church-donkey,between,Mix,visual,mean,1.6
church-goat,between,Mix,visual,mean,1.8666666666666667
church-horse,between,Mix,visual,mean,1.3333333333333333
church-stag,between,Mix,visual,mean,1.4666666666666666
church-eagle,between,Mix,visual,mean,1.6666666666666667
church-owl,between,Mix,visual,mean,1.2666666666666666
church-parrot,between,Mix,visual,mean,1.3333333333333333
church-pigeon,between,Mix,visual,mean,1.1333333333333333
church-stork,between,Mix,visual,mean,1.5333333333333334
axe-church,between,Mix,visual,mean,1.3333333333333333
church-hammer,between,Mix,visual,mean,1.2666666666666666
church-pliers,between,Mix,visual,mean,1.0666666666666667
church-saw,between,Mix,visual,mean,1.4
church-shovel,between,Mix,visual,mean,1.0666666666666667
church-dishwasher,between,Mix,visual,mean,2.1333333333333333
church-microwave,between,Mix,visual,mean,2.0
church-television,between,Mix,visual,mean,1.6666666666666667
church-toaster,between,Mix,visual,mean,1.9333333333333333
church-washing machine,between,Mix,visual,mean,2.1333333333333333
blouse-church,between,Mix,visual,mean,1.4666666666666666
church-coat,between,Mix,visual,mean,1.8666666666666667
church-jacket,between,Mix,visual,mean,1.4666666666666666
church-shirt,between,Mix,visual,mean,1.4666666666666666
church-uniform,between,Mix,visual,mean,1.6
igloo-lighthouse,within ,Mix,visual,mean,1.2666666666666666
igloo-pyramid,within ,Mix,visual,mean,2.4
igloo-windmill,within ,Mix,visual,mean,2.2
bicycle-igloo,between,Mix,visual,mean,1.4
bus-igloo,between,Mix,visual,mean,1.9333333333333333
car-igloo,between,Mix,visual,mean,1.9333333333333333
igloo-scooter,between,Mix,visual,mean,1.2
igloo-tractor,between,Mix,visual,mean,1.4666666666666666
ant-igloo,between,Mix,visual,mean,1.1333333333333333
butterfly-igloo,between,Mix,visual,mean,1.6
dragonfly-igloo,between,Mix,visual,mean,1.4666666666666666
fly-igloo,between,Mix,visual,mean,1.2666666666666666
igloo-ladybug,between,Mix,visual,mean,2.933333333333333
apple-igloo,between,Mix,visual,mean,2.2666666666666666
banana-igloo,between,Mix,visual,mean,1.1333333333333333
cherry-igloo,between,Mix,visual,mean,1.4
igloo-lemon,between,Mix,visual,mean,3.1333333333333333
igloo-raspberry,between,Mix,visual,mean,2.8
asparagus-igloo,between,Mix,visual,mean,1.4666666666666666
bell pepper-igloo,between,Mix,visual,mean,2.6666666666666665
broccoli-igloo,between,Mix,visual,mean,2.7333333333333334
carrot-igloo,between,Mix,visual,mean,1.4
igloo-onion,between,Mix,visual,mean,3.0
dandelion-igloo,between,Mix,visual,mean,1.3333333333333333
igloo-palm tree,between,Mix,visual,mean,1.1333333333333333
igloo-rose,between,Mix,visual,mean,1.3333333333333333
igloo-sunflower,between,Mix,visual,mean,1.5333333333333334
igloo-tulip,between,Mix,visual,mean,1.1333333333333333
cow-igloo,between,Mix,visual,mean,1.4
donkey-igloo,between,Mix,visual,mean,1.8
goat-igloo,between,Mix,visual,mean,1.3333333333333333
horse-igloo,between,Mix,visual,mean,1.1333333333333333
igloo-stag,between,Mix,visual,mean,1.4
eagle-igloo,between,Mix,visual,mean,1.8
igloo-owl,between,Mix,visual,mean,1.7333333333333334
igloo-parrot,between,Mix,visual,mean,1.2
igloo-pigeon,between,Mix,visual,mean,1.8666666666666667
igloo-stork,between,Mix,visual,mean,1.4
axe-igloo,between,Mix,visual,mean,1.4666666666666666
hammer-igloo,between,Mix,visual,mean,1.1333333333333333
igloo-pliers,between,Mix,visual,mean,1.4
igloo-saw,between,Mix,visual,mean,1.0666666666666667
igloo-shovel,between,Mix,visual,mean,1.1333333333333333
dishwasher-igloo,between,Mix,visual,mean,2.066666666666667
igloo-microwave,between,Mix,visual,mean,1.9333333333333333
igloo-television,between,Mix,visual,mean,2.1333333333333333
igloo-toaster,between,Mix,visual,mean,1.7333333333333334
igloo-washing machine,between,Mix,visual,mean,2.3333333333333335
blouse-igloo,between,Mix,visual,mean,1.6666666666666667
coat-igloo,between,Mix,visual,mean,1.8666666666666667
igloo-jacket,between,Mix,visual,mean,1.6666666666666667
igloo-shirt,between,Mix,visual,mean,1.4
igloo-uniform,between,Mix,visual,mean,1.2666666666666666
lighthouse-pyramid,within ,Mix,visual,mean,1.7333333333333334
lighthouse-windmill,within ,Mix,visual,mean,2.8666666666666667
bicycle-lighthouse,between,Mix,visual,mean,1.3333333333333333
bus-lighthouse,between,Mix,visual,mean,1.6666666666666667
car-lighthouse,between,Mix,visual,mean,1.4
lighthouse-scooter,between,Mix,visual,mean,1.5333333333333334
lighthouse-tractor,between,Mix,visual,mean,1.4666666666666666
ant-lighthouse,between,Mix,visual,mean,1.0666666666666667
butterfly-lighthouse,between,Mix,visual,mean,1.4
dragonfly-lighthouse,between,Mix,visual,mean,1.8
fly-lighthouse,between,Mix,visual,mean,1.0666666666666667
ladybug-lighthouse,between,Mix,visual,mean,1.4666666666666666
apple-lighthouse,between,Mix,visual,mean,1.4
banana-lighthouse,between,Mix,visual,mean,2.6666666666666665
cherry-lighthouse,between,Mix,visual,mean,1.2666666666666666
lemon-lighthouse,between,Mix,visual,mean,1.8666666666666667
lighthouse-raspberry,between,Mix,visual,mean,1.2
asparagus-lighthouse,between,Mix,visual,mean,2.466666666666667
bell pepper-lighthouse,between,Mix,visual,mean,2.066666666666667
broccoli-lighthouse,between,Mix,visual,mean,2.1333333333333333
carrot-lighthouse,between,Mix,visual,mean,2.2666666666666666
lighthouse-onion,between,Mix,visual,mean,1.2666666666666666
dandelion-lighthouse,between,Mix,visual,mean,2.533333333333333
lighthouse-palm tree,between,Mix,visual,mean,2.8666666666666667
lighthouse-rose,between,Mix,visual,mean,2.7333333333333334
lighthouse-sunflower,between,Mix,visual,mean,2.4
lighthouse-tulip,between,Mix,visual,mean,3.2666666666666666
cow-lighthouse,between,Mix,visual,mean,1.4666666666666666
donkey-lighthouse,between,Mix,visual,mean,1.2
goat-lighthouse,between,Mix,visual,mean,1.2
horse-lighthouse,between,Mix,visual,mean,1.0666666666666667
lighthouse-stag,between,Mix,visual,mean,1.8666666666666667
eagle-lighthouse,between,Mix,visual,mean,1.8
lighthouse-owl,between,Mix,visual,mean,1.7333333333333334
lighthouse-parrot,between,Mix,visual,mean,1.8666666666666667
lighthouse-pigeon,between,Mix,visual,mean,1.8
lighthouse-stork,between,Mix,visual,mean,1.2
axe-lighthouse,between,Mix,visual,mean,1.8
hammer-lighthouse,between,Mix,visual,mean,2.6
lighthouse-pliers,between,Mix,visual,mean,2.1333333333333333
lighthouse-saw,between,Mix,visual,mean,1.9333333333333333
lighthouse-shovel,between,Mix,visual,mean,2.6
dishwasher-lighthouse,between,Mix,visual,mean,1.5333333333333334
lighthouse-microwave,between,Mix,visual,mean,1.6
lighthouse-television,between,Mix,visual,mean,1.6666666666666667
lighthouse-toaster,between,Mix,visual,mean,1.4
lighthouse-washing machine,between,Mix,visual,mean,2.1333333333333333
blouse-lighthouse,between,Mix,visual,mean,1.8
coat-lighthouse,between,Mix,visual,mean,2.533333333333333
jacket-lighthouse,between,Mix,visual,mean,1.9333333333333333
lighthouse-shirt,between,Mix,visual,mean,1.6666666666666667
lighthouse-uniform,between,Mix,visual,mean,2.066666666666667
pyramid-windmill,within ,Mix,visual,mean,2.6
bicycle-pyramid,between,Mix,visual,mean,1.2
bus-pyramid,between,Mix,visual,mean,1.2666666666666666
car-pyramid,between,Mix,visual,mean,1.5333333333333334
pyramid-scooter,between,Mix,visual,mean,1.6
pyramid-tractor,between,Mix,visual,mean,1.7333333333333334
ant-pyramid,between,Mix,visual,mean,1.2
butterfly-pyramid,between,Mix,visual,mean,1.7333333333333334
dragonfly-pyramid,between,Mix,visual,mean,1.4
fly-pyramid,between,Mix,visual,mean,1.2666666666666666
ladybug-pyramid,between,Mix,visual,mean,1.4666666666666666
apple-pyramid,between,Mix,visual,mean,1.6666666666666667
banana-pyramid,between,Mix,visual,mean,1.5333333333333334
cherry-pyramid,between,Mix,visual,mean,1.4
lemon-pyramid,between,Mix,visual,mean,1.6
pyramid-raspberry,between,Mix,visual,mean,1.4
asparagus-pyramid,between,Mix,visual,mean,1.6
bell pepper-pyramid,between,Mix,visual,mean,1.8666666666666667
broccoli-pyramid,between,Mix,visual,mean,1.5333333333333334
carrot-pyramid,between,Mix,visual,mean,1.3333333333333333
onion-pyramid,between,Mix,visual,mean,1.8
dandelion-pyramid,between,Mix,visual,mean,1.6666666666666667
palm tree-pyramid,between,Mix,visual,mean,1.6
pyramid-rose,between,Mix,visual,mean,1.1333333333333333
pyramid-sunflower,between,Mix,visual,mean,1.0666666666666667
pyramid-tulip,between,Mix,visual,mean,1.6
cow-pyramid,between,Mix,visual,mean,1.1333333333333333
donkey-pyramid,between,Mix,visual,mean,1.3333333333333333
goat-pyramid,between,Mix,visual,mean,1.8666666666666667
horse-pyramid,between,Mix,visual,mean,1.4666666666666666
pyramid-stag,between,Mix,visual,mean,1.0666666666666667
eagle-pyramid,between,Mix,visual,mean,1.2
owl-pyramid,between,Mix,visual,mean,1.2
parrot-pyramid,between,Mix,visual,mean,1.3333333333333333
pigeon-pyramid,between,Mix,visual,mean,1.0666666666666667
pyramid-stork,between,Mix,visual,mean,1.6666666666666667
axe-pyramid,between,Mix,visual,mean,1.2
hammer-pyramid,between,Mix,visual,mean,1.2
pliers-pyramid,between,Mix,visual,mean,1.3333333333333333
pyramid-saw,between,Mix,visual,mean,1.7333333333333334
pyramid-shovel,between,Mix,visual,mean,1.2666666666666666
dishwasher-pyramid,between,Mix,visual,mean,1.2666666666666666
microwave-pyramid,between,Mix,visual,mean,1.6
pyramid-television,between,Mix,visual,mean,2.066666666666667
pyramid-toaster,between,Mix,visual,mean,2.2
pyramid-washing machine,between,Mix,visual,mean,1.6666666666666667
blouse-pyramid,between,Mix,visual,mean,1.4666666666666666
coat-pyramid,between,Mix,visual,mean,1.2666666666666666
jacket-pyramid,between,Mix,visual,mean,1.4666666666666666
pyramid-shirt,between,Mix,visual,mean,1.5333333333333334
pyramid-uniform,between,Mix,visual,mean,1.6666666666666667
bicycle-windmill,between,Mix,visual,mean,1.8
bus-windmill,between,Mix,visual,mean,1.8
car-windmill,between,Mix,visual,mean,1.3333333333333333
scooter-windmill,between,Mix,visual,mean,1.0666666666666667
tractor-windmill,between,Mix,visual,mean,1.8
ant-windmill,between,Mix,visual,mean,1.2666666666666666
butterfly-windmill,between,Mix,visual,mean,1.9333333333333333
dragonfly-windmill,between,Mix,visual,mean,3.066666666666667
fly-windmill,between,Mix,visual,mean,1.2666666666666666
ladybug-windmill,between,Mix,visual,mean,1.4
apple-windmill,between,Mix,visual,mean,1.2666666666666666
banana-windmill,between,Mix,visual,mean,1.4
cherry-windmill,between,Mix,visual,mean,1.8666666666666667
lemon-windmill,between,Mix,visual,mean,1.7333333333333334
